name,type,frameType,race,banlist_info.ban_tcg,atk,def,level,attribute,views,upvotes,downvotes,net_votes
Twin Twisters,Spell Card,spell,Quick-Play,,,,,,3507340,36,7,29
Twin-Barrel Dragon,Effect Monster,effect,Machine,,1700.0,200.0,4.0,DARK,168026,2,0,2
Twin-Headed Behemoth,Effect Monster,effect,Dragon,,1500.0,1200.0,3.0,WIND,293210,3,1,2
Twin-Headed Fire Dragon,Normal Monster,normal,Pyro,,2200.0,1700.0,6.0,FIRE,181701,3,0,3
Twin-Headed Thunder Dragon,Fusion Monster,fusion,Thunder,,2800.0,2100.0,7.0,LIGHT,753357,14,3,11
Twin-Headed Wolf,Effect Monster,effect,Fiend,,1500.0,1000.0,4.0,DARK,123942,2,0,2
Twin-Shield Defender,Effect Monster,effect,Warrior,,700.0,1600.0,4.0,EARTH,55771,1,2,-1
Twin-Sword Marauder,Effect Monster,effect,Warrior,,1600.0,1000.0,4.0,DARK,81930,5,1,4
Twinheaded Beast,Effect Monster,effect,Beast,,1700.0,1900.0,6.0,FIRE,14507,0,2,-2
Twisted Personality,Skill Card,skill,Yami Marik,,,,,,7972,1,0,1
Twister,Spell Card,spell,Quick-Play,,,,,,146868,3,2,1
Two Thousand Needles,Effect Monster,effect,Beast,,2000.0,1800.0,5.0,EARTH,52897,1,1,0
Two Toads with One Sting,Spell Card,spell,Equip,,,,,,23238,10,3,7
Two-for-One Repair Job,Spell Card,spell,Normal,,,,,,12072,0,0,0
Two-for-One Team,Effect Monster,effect,Warrior,,1200.0,1200.0,2.0,LIGHT,27139,1,2,-1
Two-Headed King Rex,Normal Monster,normal,Dinosaur,,1600.0,1200.0,4.0,EARTH,108830,7,0,7
Two-Man Cell Battle,Spell Card,spell,Continuous,,,,,,87328,1,0,1
Two-Mouth Darkruler,Normal Monster,normal,Dinosaur,,900.0,700.0,3.0,EARTH,190852,1,1,0
Two-Pronged Attack,Trap Card,trap,Normal,,,,,,248737,3,5,-2
Tyhone,Normal Monster,normal,Winged Beast,,1200.0,1400.0,4.0,WIND,342133,3,1,2
Tyhone #2,Normal Monster,normal,Dragon,,1700.0,1900.0,6.0,FIRE,112766,1,0,1
Tyler the Great Warrior,Effect Monster,effect,Warrior,,3000.0,1500.0,8.0,EARTH,26569,29,6,23
Type Zero Magic Crusher,Trap Card,trap,Continuous,,,,,,162177,1,1,0
Typhoon,Trap Card,trap,Normal,,,,,,167963,7,0,7
Tyr of the Nordic Champions,Effect Monster,effect,Warrior,,2000.0,2000.0,4.0,LIGHT,84138,3,3,0
Tyranno Infinity,Effect Monster,effect,Dinosaur,,-1.0,0.0,4.0,EARTH,185674,12,2,10
Tyrant Burst Dragon,Fusion Monster,fusion,Dragon,,2900.0,2500.0,8.0,LIGHT,124318,9,1,8
Tyrant Dino Fusion,Spell Card,spell,Quick-Play,,,,,,51853,2,1,1
Tyrant Dragon,Effect Monster,effect,Dragon,,2900.0,2500.0,8.0,FIRE,153768,11,2,9
Tyrant Farm,Spell Card,spell,Normal,,,,,,15978,2,2,0
Tyrant Red Dragon Archfiend,Synchro Monster,synchro,Dragon,,3500.0,3000.0,10.0,DARK,385918,30,0,30
Tyrant Wing,Trap Card,trap,Normal,,,,,,98731,5,1,4
Tyrant's Tantrum,Trap Card,trap,Continuous,,,,,,20927,2,0,2
Tyrant's Temper,Trap Card,trap,Continuous,,,,,,22130,4,0,4
Tyrant's Throes,Trap Card,trap,Continuous,,,,,,82027,12,3,9
Tyrant's Tirade,Trap Card,trap,Continuous,,,,,,85997,8,1,7
Tyrant's Tummyache,Trap Card,trap,Continuous,,,,,,23802,1,0,1
"Tytannial, Princess of Camellias",Effect Monster,effect,Plant,,2800.0,2600.0,8.0,WIND,222668,9,2,7
U.A. Blockbacker,Effect Monster,effect,Warrior,,1600.0,2700.0,7.0,EARTH,46653,4,2,2
U.A. Dreadnought Dunker,Effect Monster,effect,Warrior,,2500.0,1800.0,7.0,EARTH,66490,6,1,5
U.A. Goalkeeper,Effect Monster,effect,Warrior,,1000.0,2800.0,6.0,EARTH,27361,8,2,6
U.A. Hyper Stadium,Spell Card,spell,Field,,,,,,74385,7,1,6
U.A. Libero Spiker,Effect Monster,effect,Warrior,,1800.0,1800.0,4.0,EARTH,55266,3,0,3
U.A. Locker Room,Spell Card,spell,Quick-Play,,,,,,26836,4,1,3
U.A. Man of the Match,Trap Card,trap,Normal,,,,,,20660,1,1,0
U.A. Midfielder,Effect Monster,effect,Warrior,,1200.0,1000.0,4.0,EARTH,63456,3,1,2
U.A. Mighty Slugger,Effect Monster,effect,Warrior,,2300.0,700.0,5.0,EARTH,43699,3,1,2
U.A. Penalty Box,Trap Card,trap,Continuous,,,,,,50305,3,1,2
U.A. Perfect Ace,Effect Monster,effect,Warrior,,1500.0,2500.0,5.0,EARTH,64263,4,1,3
U.A. Player Manager,Effect Monster,effect,Warrior,,2000.0,2600.0,8.0,EARTH,55357,4,2,2
U.A. Playmaker,Effect Monster,effect,Warrior,,2600.0,2000.0,8.0,EARTH,30003,1,1,0
U.A. Powered Jersey,Spell Card,spell,Equip,,,,,,46400,4,2,2
U.A. Rival Rebounder,Effect Monster,effect,Warrior,,2200.0,2300.0,6.0,EARTH,35046,4,3,1
U.A. Signing Deal,Spell Card,spell,Normal,,,,,,71688,3,2,1
U.A. Stadium,Spell Card,spell,Field,,,,,,60428,5,1,4
U.A. Turnover Tactics,Spell Card,spell,Quick-Play,,,,,,25132,2,2,0
UFO Turtle,Effect Monster,effect,Machine,,1400.0,1200.0,4.0,FIRE,424596,5,1,4
UFOLight,Effect Monster,effect,Illusion,,1500.0,1500.0,8.0,FIRE,16676,0,0,0
UFOroid,Effect Monster,effect,Machine,,1200.0,1200.0,6.0,LIGHT,83086,3,3,0
UFOroid Fighter,Fusion Monster,fusion,Machine,,-1.0,-1.0,10.0,LIGHT,77941,6,2,4
Ukanomitsune-no-Onari,Link Monster,link,Beast,,1500.0,,,LIGHT,113969,0,0,0
Ukiyoe-P.U.N.K. Amazing Dragon,Synchro Monster,synchro,Sea Serpent,,3000.0,2800.0,11.0,WIND,293850,3,0,3
Ukiyoe-P.U.N.K. Rising Carp,Fusion Monster,fusion,Fish,,1000.0,2600.0,8.0,WATER,202584,3,0,3
Ukiyoe-P.U.N.K. Sharakusai,Tuner Monster,effect,Psychic,,1200.0,600.0,3.0,EARTH,258219,1,0,1
Ulevo,Effect Monster,effect,Winged Beast,,3000.0,2500.0,10.0,EARTH,20182,7,2,5
Ultimate Ancient Gear Golem,Fusion Monster,fusion,Machine,,4400.0,3400.0,10.0,EARTH,344457,20,1,19
Ultimate Axon Kicker,Fusion Monster,fusion,Psychic,,2900.0,1700.0,10.0,LIGHT,54312,10,3,7
Ultimate Baseball Kid,Effect Monster,effect,Warrior,,500.0,1000.0,3.0,FIRE,121343,5,4,1
Ultimate Bright Knight Ursatron Alpha,Effect Monster,effect,Machine,,2000.0,700.0,7.0,WATER,108670,0,0,0
Ultimate Conductor Tyranno,Effect Monster,effect,Dinosaur,,3500.0,3200.0,10.0,LIGHT,1030086,65,13,52
Ultimate Crystal Magic,Trap Card,trap,Normal,,,,,,139266,8,1,7
Ultimate Crystal Rainbow Dragon Overdrive,Fusion Monster,fusion,Dragon,,4000.0,0.0,12.0,LIGHT,133661,3,0,3
Ultimate Divine-Beast,Trap Card,trap,Continuous,,,,,,121526,9,0,9
Ultimate Dragon of Pride and Soul,Fusion Monster,fusion,Dragon,,4500.0,4500.0,12.0,DARK,25682,0,0,0
Ultimate Dragonic Utopia Ray,XYZ Monster,xyz,Warrior,,2500.0,2000.0,5.0,LIGHT,82463,11,3,8
Ultimate Earthbound Immortal,Trap Card,trap,Continuous,,,,,,46876,6,0,6
Ultimate Fire Formation - Seito,Trap Card,trap,Normal,,,,,,25818,3,1,2
Ultimate Fire Formation - Sinto,Trap Card,trap,Counter,,,,,,53197,1,0,1
Ultimate Flagship Ursatron,Fusion Monster,fusion,Machine,,2000.0,700.0,7.0,WATER,49925,5,0,5
Ultimate Flame Swordsman,Fusion Monster,fusion,Warrior,,2800.0,1600.0,8.0,FIRE,113307,0,0,0
Ultimate Fusion,Spell Card,spell,Quick-Play,,,,,,495188,13,1,12
Ultimate Great Insect,Fusion Monster,fusion,Insect,,3000.0,2600.0,9.0,EARTH,113375,0,0,0
Ultimate Insect LV1,Effect Monster,effect,Insect,,0.0,0.0,1.0,WIND,61703,3,1,2
Ultimate Insect LV3,Effect Monster,effect,Insect,,1400.0,900.0,3.0,WIND,69367,2,0,2
Ultimate Insect LV5,Effect Monster,effect,Insect,,2300.0,900.0,5.0,WIND,83346,2,0,2
Ultimate Insect LV7,Effect Monster,effect,Insect,,2600.0,1200.0,7.0,WIND,70742,4,1,3
Ultimate Leo Utopia Ray,XYZ Monster,xyz,Warrior,,2500.0,2000.0,5.0,LIGHT,173674,6,1,5
Ultimate Obedient Fiend,Effect Monster,effect,Fiend,,3500.0,3000.0,10.0,FIRE,136624,4,3,1
Ultimate Offering,Trap Card,trap,Continuous,Forbidden,,,,,219405,17,6,11
Ultimate Providence,Trap Card,trap,Counter,,,,,,139133,3,1,2
Ultimate Slayer,Spell Card,spell,Normal,,,,,,1055445,7,0,7
Ultimate Tyranno,Effect Monster,effect,Dinosaur,,3000.0,2200.0,8.0,EARTH,118603,9,1,8
Ultimaya Tzolkin,Synchro Monster,synchro,Dragon,,0.0,0.0,0.0,DARK,565359,31,5,26
Ultimeat Offering,Trap Card,trap,Continuous,,,,,,31944,0,0,0
Ultra Beetrooper Absolute Hercules,Fusion Monster,fusion,Insect,,4000.0,4000.0,11.0,EARTH,64726,7,4,3
Ultra Evolution Pill,Spell Card,spell,Normal,,,,,,87398,1,2,-1
Ultra Polymerization,Spell Card,spell,Normal,,,,,,268785,8,3,5
Umbral Horror Ghost,Effect Monster,effect,Fiend,,200.0,200.0,2.0,DARK,45741,0,0,0
Umbral Horror Ghoul,Effect Monster,effect,Fiend,,1800.0,0.0,4.0,DARK,44136,2,0,2
Umbral Horror Unform,Effect Monster,effect,Fiend,,0.0,0.0,4.0,DARK,38994,0,1,-1
Umbral Horror Will o' the Wisp,Effect Monster,effect,Fiend,,0.0,0.0,1.0,DARK,36017,0,0,0
Umbral Soul,Effect Monster,effect,Reptile,,2000.0,1500.0,7.0,DARK,33126,5,1,4
Umbramirage the Elemental Lord,Effect Monster,effect,Fiend,,2800.0,2200.0,8.0,DARK,47381,3,1,2
Umi,Spell Card,spell,Field,,,,,,466088,13,2,11
Umiiruka,Spell Card,spell,Field,,,,,,270406,2,0,2
Uminotaurus,Effect Monster,effect,Aqua,,1700.0,1000.0,4.0,WATER,37628,1,0,1
Unacceptable Result,Spell Card,spell,Quick-Play,,,,,,25290,1,0,1
Unauthorized Bootup Device,Union Effect Monster,effect,Machine,,500.0,0.0,1.0,DARK,24386,3,1,2
Unauthorized Reactivation,Spell Card,spell,Quick-Play,,,,,,204670,6,2,4
Unbreakable Spirit,Trap Card,trap,Normal,,,,,,15411,1,1,0
Unbreakable Xyz Barrier,Trap Card,trap,Counter,,,,,,129198,0,0,0
Unchained Abomination,Link Monster,link,Fiend,,3000.0,,,DARK,876379,22,4,18
Unchained Soul Lord of Yama,Link Monster,link,Fiend,,2000.0,,,DARK,590997,0,0,0
Unchained Soul of Anguish,Link Monster,link,Fiend,,2400.0,,,DARK,440932,3,0,3
Unchained Soul of Disaster,Effect Monster,effect,Fiend,,0.0,3000.0,8.0,DARK,255096,7,0,7
Unchained Soul of Rage,Link Monster,link,Fiend,,1800.0,,,DARK,581319,4,1,3
Unchained Soul of Sharvara,Effect Monster,effect,Fiend,Semi-Limited,2000.0,1500.0,6.0,FIRE,644720,0,0,0
Unchained Soul of Shyama,Effect Monster,effect,Fiend,,2000.0,1500.0,6.0,WATER,245831,0,0,0
Unchained Twins - Aruha,Effect Monster,effect,Fiend,,1500.0,1500.0,3.0,FIRE,576714,4,2,2
Unchained Twins - Rakea,Effect Monster,effect,Fiend,,1500.0,1500.0,3.0,WATER,387326,6,0,6
Unchained Twins - Sarama,Effect Monster,effect,Fiend,,1500.0,1500.0,3.0,DARK,291788,3,1,2
Undaunted Bumpkin Beast,Effect Monster,effect,Beast,,900.0,2000.0,2.0,FIRE,18898,2,0,2
Under Pressure,Skill Card,skill,Bastion Misaw,,,,,,3310,0,0,0
Underclock Taker,Link Monster,link,Cyberse,,1000.0,,0.0,DARK,568459,10,5,5
Underdog,Trap Card,trap,Continuous,,,,,,16666,2,0,2
Underground Arachnid,Synchro Monster,synchro,Insect,,2400.0,1200.0,6.0,EARTH,38217,46,10,36
Underworld Circle,Spell Card,spell,Continuous,,,,,,7732,0,0,0
Underworld Egg Clutch,Trap Card,trap,Normal,,,,,,31446,3,0,3
Underworld Fighter Balmung,Synchro Monster,synchro,Warrior,,2100.0,800.0,4.0,DARK,114654,8,1,7
Underworld Goddess of the Closed World,Link Monster,link,Fiend,,3000.0,,,LIGHT,2245304,53,5,48
Underworld Ritual of Prediction,Spell Card,spell,Ritual,,,,,,38266,0,0,0
Unending Nightmare,Trap Card,trap,Continuous,,,,,,242187,5,0,5
Unexpected Dai,Spell Card,spell,Normal,,,,,,1099958,11,4,7
Unformed Void,XYZ Monster,xyz,Aqua,,0.0,0.0,4.0,LIGHT,27334,1,5,-4
Uni-Horned Familiar,Tuner Monster,effect,Beast,,0.0,1000.0,2.0,LIGHT,26491,5,1,4
Uni-Song Tuning,Spell Card,spell,Quick-Play,,,,,,19776,4,0,4
Uni-Zombie,Tuner Monster,effect,Zombie,,1300.0,0.0,3.0,DARK,1253185,13,6,7
Unibird,Effect Monster,effect,Winged Beast,,100.0,600.0,2.0,WIND,17959,1,1,0
Unicorn Beacon,Spell Card,spell,Normal,,,,,,19417,0,0,0
Unicycular,Normal Monster,normal,Machine,,100.0,100.0,1.0,EARTH,23310,4,1,3
Unification,Trap Card,trap,Continuous,,,,,,23305,2,0,2
Unification of the Cubic Lords,Trap Card,trap,Normal,,,,,,141294,5,0,5
Unified Front,Trap Card,trap,Normal,,,,,,14671,1,0,1
"Uniflora, Mystical Beast of the Forest",Effect Monster,effect,Beast,,700.0,500.0,1.0,EARTH,39550,2,0,2
Unifrog,Effect Monster,effect,Aqua,,400.0,400.0,2.0,WATER,146463,1,0,1
Union Activation,Spell Card,spell,Normal,,,,,,75779,0,0,0
Union Attack,Spell Card,spell,Normal,,,,,,35622,1,0,1
Union Carrier,Link Monster,link,Machine,Forbidden,1000.0,,,LIGHT,474835,11,6,5
Union Combination,Skill Card,skill,Seto Kaiba,,,,,,8133,1,0,1
Union Controller,Fusion Monster,fusion,Machine,,2200.0,1900.0,6.0,LIGHT,65081,0,0,0
Union Driver,Union Effect Monster,effect,Machine,,2100.0,1000.0,5.0,LIGHT,197288,5,0,5
Union Hangar,Spell Card,spell,Field,,,,,,335968,8,2,6
Union Pilot,Union Effect Monster,effect,Machine,,2100.0,1000.0,5.0,LIGHT,29388,0,0,0
Union Rider,Effect Monster,effect,Machine,,1000.0,1000.0,2.0,WIND,72497,1,2,-1
Union Scramble,Trap Card,trap,Normal,,,,,,76883,3,1,2
United Front,Trap Card,trap,Counter,,,,,,20345,0,0,0
United Resistance,Normal Monster,normal,Thunder,,1000.0,400.0,3.0,WIND,62564,0,0,0
United We Stand,Spell Card,spell,Equip,,,,,,509495,13,9,4
Unity,Spell Card,spell,Quick-Play,,,,,,35209,7,0,7
Universal Adapter,Trap Card,trap,Normal,,,,,,16206,1,0,1
Unknown Synchron,Tuner Monster,effect,Machine,,0.0,0.0,1.0,DARK,182506,5,1,4
Unknown Warrior of Fiend,Normal Monster,normal,Warrior,,1000.0,500.0,3.0,DARK,21961,2,0,2
Unleash Your Power!,Spell Card,spell,Quick-Play,,,,,,35686,2,0,2
Unlocking the Power,Skill Card,skill,Kagemaru,,,,,,6609,0,0,0
Unmasked Dragon,Effect Monster,effect,Wyrm,,1400.0,1100.0,3.0,FIRE,42123,2,1,1
Unpossessed,Trap Card,trap,Continuous,,,,,,128557,4,2,2
Unshaven Angler,Effect Monster,effect,Fish,,1500.0,1600.0,4.0,WATER,98229,2,0,2
Unstable Evolution,Spell Card,spell,Equip,,,,,,46966,5,4,1
Until Noble Arms are Needed Once Again,Trap Card,trap,Normal,,,,,,78347,3,3,0
Unwavering Bond,Trap Card,trap,Counter,,,,,,18311,1,1,0
Update Jammer,Link Monster,link,Cyberse,,2000.0,,,WIND,395617,5,1,4
Updraft,Trap Card,trap,Normal,,,,,,20255,4,0,4
Upstart Goblin,Spell Card,spell,Normal,,,,,,3447138,49,6,43
Upstart Golden Ninja,Effect Monster,effect,Warrior,,500.0,1800.0,4.0,LIGHT,122554,1,0,1
Uraby,Normal Monster,normal,Dinosaur,,1500.0,800.0,4.0,EARTH,501195,5,2,3
Uradora of Fate,Spell Card,spell,Normal,,,,,,37423,2,0,2
Urgent Ritual Art,Trap Card,trap,Normal,,,,,,36203,2,2,0
Urgent Schedule,Spell Card,spell,Quick-Play,,,,,,708891,19,4,15
Urgent Synthesis,Spell Card,spell,Normal,,,,,,29897,1,1,0
Urgent Tuning,Trap Card,trap,Normal,,,,,,117868,2,1,1
"Uria, Lord of Searing Flames",Effect Monster,effect,Pyro,,0.0,0.0,10.0,FIRE,372385,39,6,33
Ursarctic Big Dipper,Spell Card,spell,Field,,,,,,74338,0,0,0
Ursarctic Departure,Spell Card,spell,Normal,,,,,,70838,1,0,1
Ursarctic Drytron,Spell Card,spell,Normal,,,,,,49494,1,0,1
Ursarctic Grand Chariot,Synchro Monster,synchro,Beast-Warrior,,2700.0,700.0,7.0,WATER,71726,2,0,2
Ursarctic Megabilis,Tuner Monster,effect,Beast-Warrior,,2800.0,700.0,8.0,WATER,85568,0,1,-1
Ursarctic Megapolar,Tuner Monster,effect,Beast-Warrior,,2500.0,700.0,8.0,WATER,85755,3,0,3
Ursarctic Megatanus,Tuner Monster,effect,Beast-Warrior,,2400.0,700.0,8.0,WATER,81176,1,0,1
Ursarctic Mikbilis,Effect Monster,effect,Beast,,700.0,1400.0,7.0,WATER,60958,2,0,2
Ursarctic Mikpolar,Effect Monster,effect,Beast,,700.0,2000.0,7.0,WATER,86869,0,0,0
Ursarctic Miktanus,Effect Monster,effect,Beast,,700.0,1700.0,7.0,WATER,65455,0,0,0
Ursarctic Polar Star,Synchro Monster,synchro,Machine,,700.0,2000.0,1.0,WATER,36952,0,0,0
Ursarctic Polari,Synchro Monster,synchro,Beast,,700.0,1000.0,1.0,WATER,84612,2,0,2
Ursarctic Quint Charge,Trap Card,trap,Continuous,,,,,,38479,0,0,0
Ursarctic Radiation,Spell Card,spell,Continuous,,,,,,52267,3,0,3
Ursarctic Septentrion,Synchro Monster,synchro,Beast-Warrior,,3000.0,700.0,7.0,WATER,92813,4,0,4
Ursarctic Slider,Spell Card,spell,Quick-Play,,,,,,56294,0,0,0
"Urubonus, the Avatar of Malice",Effect Monster,effect,Reptile,,2000.0,800.0,5.0,DARK,19942,4,0,4
Ushi Oni,Normal Monster,normal,Fiend,,2150.0,1950.0,6.0,DARK,32869,8,0,8
"Utgarda, Generaider Boss of Delusion",Effect Monster,effect,Rock,,2200.0,2700.0,9.0,LIGHT,131667,5,1,4
Utopia Buster,Spell Card,spell,Normal,,,,,,34269,5,1,4
Utopian Aura,Trap Card,trap,Normal,,,,,,44527,3,0,3
Utopic Onomatopoeia,Effect Monster,effect,Warrior,,1500.0,1500.0,4.0,LIGHT,366570,11,3,8
Uzuhime the Manifested Mikanko,XYZ Monster,xyz,Fairy,,0.0,0.0,3.0,LIGHT,43836,0,0,0
V Salamander,Effect Monster,effect,Spellcaster,,1500.0,1300.0,4.0,FIRE,41968,103,1,102
V-LAN Hydra,Link Monster,link,Cyberse,,1900.0,,,LIGHT,22827,6,1,5
V-Tiger Jet,Normal Monster,normal,Machine,,1600.0,1800.0,4.0,LIGHT,131413,5,2,3
Vaalmonica Chosen Melody,Trap Card,trap,Normal,,,,,,34214,0,0,0
Vaalmonica Creation,Trap Card,trap,Continuous,,,,,,31429,0,0,0
Vaalmonica Disarmonia,Spell Card,spell,Normal,,,,,,67228,0,0,0
Vaalmonica Ereditare,Trap Card,trap,Counter,,,,,,20313,0,0,0
Vaalmonica Followed Rhythm,Trap Card,trap,Normal,,,,,,52026,0,0,0
Vaalmonica Intonare,Spell Card,spell,Normal,,,,,,45625,0,0,0
Vaalmonica Invitare,Spell Card,spell,Quick-Play,,,,,,67601,0,0,0
Vaalmonica Scelta,Spell Card,spell,Normal,,,,,,110324,0,0,0
Vaalmonica Versare,Spell Card,spell,Normal,,,,,,73255,0,0,0
"Vaalmonica, the Agathokakological Voice",Spell Card,spell,Field,,,,,,104111,0,0,0
Vagnawa the Moon-Eating Dragon,Synchro Monster,synchro,Dragon,,1500.0,1500.0,7.0,DARK,42082,0,0,0
"Vahram, the Magistus Divinity Dragon",Synchro Monster,synchro,Dragon,,2500.0,2900.0,8.0,FIRE,115729,5,0,5
Vain Betrayer,Trap Card,trap,Continuous,,,,,,30030,7,3,4
"Vala, Seidhr of the Generaider Bosses",Effect Monster,effect,Fairy,,2500.0,2500.0,9.0,FIRE,139232,0,0,0
"Valerifawn, Mystical Beast of the Forest",Tuner Monster,effect,Beast,,400.0,900.0,2.0,EARTH,230203,2,2,0
"Valhalla, Hall of the Fallen",Spell Card,spell,Continuous,,,,,,334673,3,3,0
Valiant Shark Lancer,XYZ Monster,xyz,Beast-Warrior,,2500.0,1600.0,5.0,WATER,124700,2,0,2
Valkyrian Knight,Effect Monster,effect,Warrior,,1900.0,1200.0,4.0,FIRE,59404,5,1,4
Valkyrie Brunhilde,Effect Monster,effect,Fairy,,1800.0,2000.0,7.0,LIGHT,81819,13,2,11
Valkyrie Chariot,Union Effect Monster,effect,Fairy,,500.0,1000.0,3.0,WIND,32545,1,2,-1
Valkyrie Dritte,Effect Monster,effect,Fairy,,1000.0,1600.0,4.0,LIGHT,97140,4,1,3
Valkyrie Erda,Effect Monster,effect,Fairy,,2000.0,2200.0,8.0,LIGHT,68926,2,0,2
Valkyrie Erste,Effect Monster,effect,Fairy,,1600.0,1800.0,6.0,LIGHT,65913,5,3,2
Valkyrie Funfte,Effect Monster,effect,Fairy,,800.0,1200.0,2.0,LIGHT,52864,2,1,1
Valkyrie of the Nordic Ascendant,Tuner Monster,effect,Fairy,,400.0,800.0,2.0,LIGHT,127388,3,3,0
Valkyrie Sechste,Effect Monster,effect,Fairy,,0.0,2000.0,1.0,LIGHT,114857,3,3,0
Valkyrie Sigrun,Effect Monster,effect,Fairy,,2200.0,2400.0,9.0,LIGHT,105271,13,0,13
Valkyrie Vierte,Effect Monster,effect,Fairy,,1400.0,1400.0,3.0,LIGHT,74432,2,1,1
Valkyrie Zweite,Effect Monster,effect,Fairy,,1600.0,1600.0,5.0,LIGHT,75308,5,0,5
Valkyrie's Embrace,Spell Card,spell,Normal,,,,,,38116,2,0,2
Valkyrion the Magna Warrior,Effect Monster,effect,Rock,,3500.0,3850.0,8.0,EARTH,330414,17,7,10
"Vallon, the Super Psy Skyblaster",XYZ Monster,xyz,Psychic,,2500.0,2200.0,5.0,DARK,551026,0,0,0
Vampire Awakening,Trap Card,trap,Normal,,,,,,183036,5,1,4
Vampire Baby,Effect Monster,effect,Zombie,,700.0,1000.0,3.0,DARK,142521,4,0,4
Vampire Domination,Trap Card,trap,Counter,,,,,,253122,7,0,7
Vampire Dragon,Effect Monster,effect,Zombie,,2400.0,0.0,5.0,DARK,46436,2,2,0
Vampire Duke,Effect Monster,effect,Zombie,,2000.0,0.0,5.0,DARK,197284,7,0,7
Vampire Familiar,Effect Monster,effect,Zombie,,500.0,0.0,1.0,DARK,297445,6,1,5
Vampire Fascinator,Link Monster,link,Zombie,,2400.0,,,DARK,141447,4,0,4
Vampire Fraulein,Effect Monster,effect,Zombie,,600.0,2000.0,5.0,DARK,502240,29,1,28
Vampire Genesis,Effect Monster,effect,Zombie,,3000.0,2100.0,8.0,DARK,80795,10,5,5
Vampire Ghost,Effect Monster,effect,Zombie,,1500.0,0.0,3.0,DARK,148703,5,2,3
Vampire Grace,Effect Monster,effect,Zombie,,2000.0,1200.0,6.0,DARK,191834,6,3,3
Vampire Grimson,Effect Monster,effect,Zombie,,2000.0,1400.0,5.0,DARK,150841,9,2,7
Vampire Hunter,Effect Monster,effect,Warrior,,1600.0,1600.0,4.0,DARK,49890,7,0,7
Vampire Kingdom,Spell Card,spell,Field,,,,,,151514,3,1,2
Vampire Lady,Effect Monster,effect,Zombie,,1550.0,1550.0,4.0,DARK,135464,5,0,5
Vampire Lord,Effect Monster,effect,Zombie,,2000.0,1500.0,5.0,DARK,396511,9,4,5
Vampire Red Baron,Effect Monster,effect,Zombie,,2400.0,1000.0,6.0,DARK,203932,6,3,3
Vampire Retainer,Effect Monster,effect,Zombie,,1200.0,0.0,2.0,DARK,308786,8,0,8
Vampire Scarlet Scourge,Effect Monster,effect,Zombie,,2200.0,2200.0,6.0,DARK,325315,14,0,14
Vampire Sorcerer,Effect Monster,effect,Zombie,,1500.0,1500.0,4.0,DARK,151813,7,1,6
Vampire Sucker,Link Monster,link,Zombie,,1600.0,,0.0,DARK,665760,22,3,19
Vampire Takeover,Trap Card,trap,Normal,,,,,,76636,3,0,3
Vampire Vamp,Effect Monster,effect,Zombie,,2000.0,2000.0,7.0,DARK,245724,11,4,7
Vampire Voivode,Effect Monster,effect,Zombie,,2800.0,2100.0,8.0,DARK,171924,8,1,7
Vampire's Curse,Effect Monster,effect,Zombie,,2000.0,800.0,6.0,DARK,70677,4,2,2
Vampire's Desire,Spell Card,spell,Normal,,,,,,234674,5,2,3
Vampire's Domain,Spell Card,spell,Continuous,,,,,,259055,5,2,3
Vampiric Aristocracy,Skill Card,skill,Camula,,,,,,9154,0,0,0
Vampiric Koala,Effect Monster,effect,Beast,,1800.0,1500.0,4.0,EARTH,65674,7,2,5
Vampiric Orchis,Effect Monster,effect,Plant,,1700.0,1000.0,4.0,EARTH,82948,4,1,3
Van'Dalgyon the Dark Dragon Lord,Effect Monster,effect,Dragon,,2800.0,2500.0,8.0,DARK,55743,8,1,7
Vanadis of the Nordic Ascendant,Tuner Monster,effect,Fairy,,1200.0,400.0,4.0,DARK,138598,5,4,1
Vanguard of the Dragon,Effect Monster,effect,Dragon,,1700.0,1300.0,4.0,EARTH,68080,6,0,6
Vanguard of the Underground Emperor,Effect Monster,effect,Reptile,,2600.0,2200.0,8.0,EARTH,28622,0,0,0
Vanity's Call,Trap Card,trap,Counter,,,,,,45201,2,0,2
Vanity's Emptiness,Trap Card,trap,Continuous,Forbidden,,,,,224745,7,2,5
Vanity's Fiend,Effect Monster,effect,Fiend,,2400.0,1200.0,6.0,DARK,726237,12,3,9
Vanity's Ruler,Effect Monster,effect,Fairy,,2500.0,1600.0,8.0,LIGHT,496821,7,0,7
Vanquish Soul - Continue?,Spell Card,spell,Quick-Play,,,,,,76922,0,0,0
Vanquish Soul Caesar Valius,Effect Monster,effect,Dragon,,3000.0,1500.0,8.0,EARTH,380748,0,0,0
Vanquish Soul Calamity Caesar,Trap Card,trap,Counter,,,,,,20414,0,0,0
Vanquish Soul Dr. Mad Love,Effect Monster,effect,Fiend,,1200.0,2000.0,4.0,DARK,538579,0,0,0
Vanquish Soul Dust Devil,Spell Card,spell,Quick-Play,,,,,,82825,0,0,0
Vanquish Soul Heavy Borger,Effect Monster,effect,Machine,,2500.0,1500.0,7.0,DARK,492204,0,0,0
Vanquish Soul Hollie Sue,Effect Monster,effect,Psychic,Limited,500.0,2200.0,5.0,EARTH,421069,0,0,0
Vanquish Soul Jiaolong,Effect Monster,effect,Wyrm,,2400.0,2100.0,5.0,FIRE,477606,0,0,0
